UNIQUE_SAMPLEID,SAMPLE_ID,FIELD_ID,Grainize,Horizon,Locality,Date_sampled,Latitude,Longitude,Duplicate,Catchment,Ag,Ag,Ag,Al,Al,As,As,As,Au,Au,Au,B,Ba,Ba,Ba,Be,Be,Bi,Bi,Bi,Ca,Ca,Cd,Cd,Cd,Ce,Ce,Ce,Cl,Co,Co,Co,Cr,Cr,Cr,Cs,Cs,Cs,Cu,Cu,Cu,Dy,Dy,Dy,Er,Er,Er,Eu,Eu,Eu,F,F_Rpt,Fe,Fe,Ga,Ga,Ga,Gd,Gd,Gd,Ge,Ge,Hf,Hf,Hg,Hg,Hg,Ho,Ho,In,In,K,K,La,La,La,Li,Li,Lu,Lu,Mg,Mg,Mn,Mn,Mn,Mo,Mo,Mo,Na,Nb,Nb,Nb,Nd,Nd,Nd,Ni,Ni,Ni,P,P,Pb,Pb,Pb206,Pb207,Pb208,Pb,Pd,Pd,Pr,Pr,Pr,Pt,Pt,Rb,Rb,Rb,Re,S,S,Sb,Sb,Sb,Sc,Sc,Sc,Se,Se_Rpt,Se,Se,Se,Si,Sm,Sm,Sm,Sn,Sn,Sn,Sr,Sr,Sr,Ta,Ta,Ta,Tb,Tb,Tb,Te,Te,Th,Th,Th,Ti,Ti,Tl,Tl,Tl,Tm,Tm,U ,U,U,V ,V,V,W ,W,W,Y ,Y,Y,Yb,Yb,Yb,Zn,Zn,Zn,Zr,Zr,Zr
TS0928TC,NGSA,TS0928,<2 mm,TOS,,39361,-18.5404,144.11462,,Einasleigh River,0.006,<0.03,0.004,63971,8,2,4.3,<0.01,<0.1,0.002,0.0003,<1,75.5,731.6,2.77,0.6,1.9,0.1,0.17,<0.001,11220.68474,460,<0.01,<0.1,0.003,33.8,42.68,0.299,62,7.1,9.8,0.53,17.8,39.4,0.021,1.07,1.93,0.0039,10.8,14.4,1.47,1.1,3.034,0.04,0.5,1.773,0.0211,0.4,0.7764,0.0128,280,,21612.5861,13,3.15,14,0.055,1.9,3.009,0.048,<0.1,0.51,<0.1,6.29,<0.01,,<0.001,0.2,0.621,<0.02,,22446,84.7,16.5,20.89,0.119,3.5,<0.005,<0.1,0.271,3509,251,326,464.655294,10.4,0.23,0.4,0.009,15498,0.8,9.1,0.0006,12.4,17.26,0.195,11.1,16.7,1.34,236,1.7,7.35,22.52,,,,0.02,0.001,0.001,3.5,4.55,0.041,0.0005,<0.001,17.9,102.4,0.102,0.003,,93,0.12,<0.4,<0.001,2.5,7.1,0.007,0.02,,0.2,,<0.002,336430.3363,2.5,3.27,0.049,0.41,1.3,<0.001,23.9,241.7,3.88,<0.05,0.72,<0.001,0.2,0.503,0.007,0.03,<0.01,3.6,8.77,0.0356,2997.496871,0.033,0.13,,<0.0005,<0.1,,0.7,2.21,0.105,25,52.1,0.057,<0.1,0.4,<0.001,6.91,19.8,0.195,0.5,1.908,0.016,18.8,37.5,0.15,1.9,230.6,0.015
TS0928TF,NGSA,TS0928,<75 µm,TOS,,39361,-18.5404,144.11462,,Einasleigh River,0.024,<0.03,,76770,,3.1,5.8,,0.3,0.002,,<1,112,734.8,,0.9,2.1,0.18,0.33,,16652.35378,,0.02,<0.1,,64.8,99.17,,70,11.4,14.8,,27.8,65.1,,1.33,2.57,,18.4,22.1,,2.2,6.651,,1,3.932,,0.8,1.3622,,360,,33782.78021,,5.03,16.8,,3.8,6.794,,<0.1,0.54,<0.1,19.42,<0.01,,,0.4,1.372,<0.02,,20669,,31.1,47.94,,5.7,,0.1,0.624,5276,,549,774.4254899,,0.27,0.4,,15394,1.1,16.7,,22.7,39.99,,17.6,24.6,,358,,12.4,27.06,,,,,0.001,,6.6,10.59,,0.0008,,25.9,106,,<0.001,,132,0.25,<0.4,,4.3,12.7,,0.04,,0.3,,,298073.2601,4.7,7.914,,0.73,2.6,,39.6,270.6,,<0.05,1.35,,0.4,1.196,,<0.02,,7.9,20.59,,5994.993742,,0.18,,,0.1,,1.4,4.84,,40,88.4,,<0.1,0.9,,12.8,42.8,,0.9,4.356,,33.2,55.9,,3.3,743.7,
TS0930_01BC,Batch_2,TS0930_01 ,<2 mm,BOS,,41759,-17.61572,145.31729,,Wild River,0.057,0.00012,,64289.8764,,7.4,12.65,,< 0.5,0.001,,3,80.7,410.58,,1.8,2.52,1.53,1.86,,3216.119829,,0.05,0.08,,55.9,63.17,,,10.6,10.82,,47,68.89,,5.36,9.86,,15.9,17.23,,4.8,7.03,,2.5,4.96,,0.7,0.88,,340,,24270.44458,,7.39,15.07,,5.3,6.88,,0.2,2.03,0.2,7.05,< 10,2.61,,0.9,1.62,0.1,,26813.33447,,27.6,34.21,,12.6,,0.3,0.76,2533.333333,,373,464.655294,,0.66,1.42,,7938.44243,0.7,19.68,,26.5,30.25,,21.5,20.55,,87.29219498,,27.1,94.93,30.07,32.37,32.49,,<0.001,,7.2,8.73,,<0.0005,,41.9,220.95,,0.004,,,0.31,1.46,,3.8,7.77,,0.09,,2,3.14,,345073.5265,5.9,6.81,,3.13,7.23,,15,58.56,,< 0.05,3.4,,0.8,1.2,,< 0.02,,12,20.64,,5035.794743,,0.33,1.72,,0.4,0.78,2.7,5.16,,31,47.45,,0.1,7.24,,25.3,47.33,,2.4,4.82,,46.9,60.92,,6.7,195.19,
TS0930_01BF,Batch_2,TS0930_01 ,<75 µm,BOS,,41759,-17.61572,145.31729,Duplicate,Wild River,,0.00016,,,,,19.08,,,,,,,462.37,,,3.92,,2.67,,,,,0.11,,,92.6,,,,17.43,,,64.65,,,13.22,,,26.64,,,11.45,,,7.98,,,1.44,,,,,,,20.67,,,11.28,,,3.23,,12.18,,2.83,,,2.62,,,,,,52.21,,,,,1.2,,,,,,,1.54,,,,30.77,,,47.89,,,32.92,,,,,135.75,43.23,47.02,45.5,,,,,13.46,,,,,215.77,,,,,,1.68,,,12.7,,,,,4.95,,,,11.13,,,10.29,,,81.6,,,5.07,,,1.97,,,,,27.79,,,,,1.81,,,1.24,,8.22,,,74.81,,,10.83,,,77.16,,,7.91,,,95.36,,,348.53,
TS0930_01BF,Batch_2,TS0930_01 ,<75 µm,BOS,,41759,-17.61572,145.31729,,Wild River,0.074,0.00017,,77094.9382,,11,19.7,,2,0.001,,5,108,462.59,,3,3.91,1.84,2.68,,4645.506419,,0.08,0.12,,82.7,95.37,,,15.9,18.07,,45,68.04,,6.25,13.36,,24.7,27.93,,7.6,11.86,,4.2,8.21,,1.1,1.48,,440,,39448.2154,,10.8,21.6,,8.1,11.64,,0.3,3.4,0.2,12.25,< 10,2.42,,1.5,2.67,0.14,,24239.91846,,45.1,52.3,,17.1,,0.5,1.21,4282.539683,,560,696.9829409,,0.57,1.55,,8383.588734,0.7,31.08,,41.8,49.12,,33,34.38,,218.2304875,,39.2,137.32,43.48,46.79,47.05,,<0.001,,10.8,12.93,,<0.0005,,53.4,227.78,,0.002,,,0.43,1.7,,5.9,13.29,,0.13,,3.5,5.49,,306342.6906,9.2,11.34,,3.59,10.35,,23.6,84.95,,< 0.05,5.12,,1.3,2.01,,0.03,,17.4,28.71,,8452.941176,,0.35,1.8,,0.6,1.26,4.1,8.2,,48,78.73,,0.1,10.86,,42,79.85,,3.7,7.82,,72.2,99.02,,6.6,366.11,
TS0930_01TC,Batch_2,TS0930_01 ,<2 mm,TOS,,41759,-17.61572,145.31729,,Wild River,0.109,0.00023,0.022,57887.3455,43,25.7,27.38,0.04,< 0.5,0.001,0.0001,4,87.3,374.92,1.93,1.5,3.81,4.82,7.02,<0.001,5646.077033,630,0.25,0.22,0.116,56.2,55.36,0.714,,11.1,10.48,0.711,71,93.17,0.052,4.46,8.13,0.0014,36.9,31.52,3.08,4.4,6.4,0.225,2.4,4.5,0.138,0.6,0.81,0.0309,380,,25529.43018,27,8.81,14.42,0.011,4.9,6.03,0.244,0.2,1.84,0.2,7.16,20,4.35,<0.001,0.9,1.47,0.38,,22994.71717,73.9,27.5,29.48,0.391,12.8,0.04,0.3,0.69,3196.825397,262,467,464.655294,27.7,0.9,1.77,0.007,7048.149821,2.1,19.29,0.0007,25,25.75,0.785,25.3,23.73,1.85,305.5226824,4,38.8,122.95,38.65,42.24,42.06,0.16,<0.001,<0.001,6.6,7.28,0.168,<0.0005,<0.001,44.7,209.21,0.294,< 0.001,,,0.79,2.68,0.005,4,7.46,0.042,0.1,,2,2.83,<0.002,327833.8661,5.4,5.89,0.219,5.95,15.03,<0.001,29.1,71.87,3.16,< 0.05,3.16,<0.001,0.8,1.08,0.037,< 0.02,<0.01,10.5,18.42,0.124,4795.994994,0.009,0.28,1.6,0.0008,0.3,0.71,2.4,4.38,0.281,37,45.9,0.013,0.1,9.67,0.003,23.9,41.45,1.44,2.1,4.34,0.129,90.3,86.77,3.94,7.6,206.18,0.108
TS0930_01TF,Batch_2,TS0930_01 ,<75 µm,TOS,,41759,-17.61572,145.31729,,Wild River,0.181,0.00028,,70163.27251,,29.4,37.17,,< 0.5,0.001,,7,105,390.35,,2,2.82,6.22,8.2,,8361.911555,,0.29,0.33,,69.6,87.15,,,14.6,15.06,,42,65.19,,4.67,9.35,,49.5,43.33,,6.1,9.65,,3.3,6.82,,0.9,1.17,,500,,36440.6387,,9.49,17.97,,6.4,9.53,,0.2,2.6,0.2,12.85,50,2.74,,1.2,2.22,0.5,,21500.47562,,34.1,42.25,,14.3,,0.4,1.07,4825.396825,,594,696.9829409,,0.63,1.44,,6751.385618,2,27.16,,32.4,40.96,,32.6,31.4,,480.1070724,,51.9,161.07,51,55.54,54.53,,<0.001,,8.6,11.45,,<0.0005,,44.6,187.22,,0.003,,,1.43,3.5,,5.3,11.03,,0.13,,3.1,4.38,,293634.8651,7.2,9.52,,7.84,18.23,,37,99.89,,< 0.05,4.32,,1.1,1.65,,0.04,,13,27.83,,7733.541927,,0.29,1.5,,0.5,1.09,3.1,6.82,,43,68.25,,0.4,14.8,,32.7,61.14,,3,6.77,,109,116.7,,6.6,337.47,
TS0930_02BC,Batch_2,TS0930_02 ,<2 mm,BOS,,41758,-18.78181,145.95882,,The Millstream,0.035,0.00017,,66618.06945,,3.1,6.08,,1.5,<0.001,,4,199,483.13,,1.9,2.36,0.42,0.55,,9362.482168,,0.1,0.08,,64.1,65.02,,,23.6,24.83,,110,195.05,,4,6.9,,26.4,28.53,,5.1,6.42,,2.4,3.94,,1.1,1.3,,220,,45113.65059,,11.5,18.72,,6.1,7.29,,0.2,2.66,0.2,4.96,< 10,2.78,,0.9,1.41,0.08,,16187.61678,,32.7,34.38,,12.2,,0.3,0.48,6273.015873,,739,774.4254899,,0.85,1.81,,4748.227248,1.8,25.62,,30.4,32.32,,82.5,78.91,,829.2758524,,18.8,61.3,19.39,20.91,20.99,,<0.001,,7.8,7.64,,<0.0005,,27.1,114.57,,0.004,,,0.09,0.65,,8,12.29,,0.1,,1.6,3.71,,305688.6114,6.7,7.27,,2.35,4.65,,63.2,132.44,,< 0.05,2.94,,0.9,1.17,,< 0.02,,5.8,12.62,,7074.092616,,0.17,0.93,,0.3,0.57,1.5,3.01,,69,92.48,,< 0.1,2.72,,23.6,39.09,,1.9,3.31,,72.5,86.3,,9.8,164.97,
TS0930_02BF,Batch_2,TS0930_02 ,<75 µm,BOS,,41758,-18.78181,145.95882,,The Millstream,0.155,0.00011,,83709.12301,,3.4,7.65,,< 0.5,0.001,,5,228,496.36,,2.5,2.99,0.42,0.71,,13507.70328,,0.1,0.12,,78.7,92.01,,,29.2,36,,111,215.83,,3.55,7.11,,34,42.54,,6.3,9.04,,3,5.25,,1.4,1.99,,280,,64907.70194,,14.1,25.12,,7.8,10.67,,0.3,3.27,0.1,7.1,10,4.79,,1.1,1.95,0.08,,11289.82504,,41.6,50.92,,14.5,,0.3,0.64,8504.761905,,953,1084.195686,,0.74,1.87,,5490.137755,1.2,36.73,,38.9,47.25,,103,115.89,,1309.382925,,21.2,76.81,24.09,26.39,26.33,,<0.001,,9.7,11.44,,<0.0005,,28.1,87.49,,0.002,,,0.07,0.55,,7.2,17.6,,0.16,,3.1,5.33,,249531.2354,8.5,10.58,,2.25,5.23,,79.5,191.68,,< 0.05,4.12,,1.1,1.68,,0.04,,5.6,14.52,,10551.18899,,0.16,0.76,,0.4,0.74,1.7,3.99,,89,134.39,,< 0.1,2.62,,30.9,53.25,,2.3,4.22,,97.7,124.65,,8.8,235.47,
TS0930_02BF_Repeat,Batch_2,TS0930_02 ,<75 µm,BOS,,41758,-18.78181,145.95882,Repeat,The Millstream,,0.0001,,87571.80695,,,7.65,,,,,,,502.71,,,3.2,,0.71,,14222.39658,,,0.14,,,94.79,,,,37.11,,,231.15,,,7.2,,,43.57,,,9.04,,,5.24,,,2,,,,63368.94177,,,25.88,,,11.11,,,3.9,,6.24,,5.34,,,1.93,,,11040.78478,,,52.05,,,,,0.6,8504.761905,,,1084.195686,,,1.87,,5415.946705,,37.39,,,48.5,,,118.85,,1309.382925,,,78.65,24.63,27.08,26.94,,,,,11.49,,,,,90.15,,,,,,0.53,,,17.31,,,,,5.43,,243971.5618,,10.82,,,5.71,,,195.43,,,4.12,,,1.71,,,,,14.44,,10191.48936,,,0.79,,,0.75,,3.87,,,139.13,,,2.86,,,53.99,,,4.15,,,130.41,,,217.92,
TS0930_02TC,Batch_2,TS0930_02 ,<2 mm,TOS,,41758,-18.78181,145.95882,,The Millstream,0.063,0.00009,<0.001,55294.58505,70,3.1,5.88,0.02,1.4,<0.001,<0.0001,6,166,425.13,2.72,1.5,2.42,0.33,0.51,<0.001,9076.60485,755,0.07,0.08,0.023,58.7,59.5,0.417,,20.1,21.65,1.34,117,194.06,0.152,3.51,6.18,0.0011,22.8,24.82,0.39,4.2,5.81,0.195,2.1,3.63,0.141,1,1.15,0.0269,200,,38748.77896,67,9.94,15.85,0.009,5.3,6.53,0.186,0.3,2.04,0.2,4.81,20,3.88,<0.001,0.8,1.3,0.05,,15025.42891,75.6,29.1,31.35,0.185,9.8,0.014,0.2,0.46,5187.301587,332,767,774.4254899,30.6,1.35,2.56,0.005,3635.361487,3.7,22.22,0.001,26.1,28.58,0.423,64.8,63.89,0.688,960.2141448,8,18,64.62,20.24,22.3,22.08,0.06,<0.001,<0.001,6.9,7.18,0.085,<0.0005,<0.001,34,115.5,0.415,0.002,,,0.13,0.57,<0.001,4.7,9.81,0.126,0.17,,2.2,3.42,0.003,282328.638,5.5,6.51,0.136,2.04,4.17,<0.001,61.1,112.19,4.74,< 0.05,2.58,<0.001,0.8,1.05,0.03,0.02,<0.01,4.1,11.58,0.0345,6114.893617,0.045,0.2,0.85,0.001,0.3,0.53,1.2,2.8,0.141,59,76.81,0.044,< 0.1,2.63,0.002,20.8,35.88,1.09,1.7,3.11,0.137,74.3,83.3,3.37,8.8,154.63,0.157
TS0930_02TC_Duplicate,Batch_2,TS0930_02 ,<2 mm,TOS,,41758,-18.78181,145.95882,Duplicate,The Millstream,,,,54765.45026,,,,,,,,,,,,,,,,,9005.135521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38678.83532,,,,,,,,,,,,,,,,,,,15274.46917,,,,,,,,,5066.666667,,,774.4254899,,,,,3635.361487,,,,,,,,,,960.2141448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282608.9577,,,,,,,,,,,,,,,,,,,,,6114.893617,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS0930_02TF,Batch_2,TS0930_02 ,<75 µm,TOS,,41758,-18.78181,145.95882,,The Millstream,0.103,0.00008,,65665.62684,,3.5,7.07,,< 0.5,0.001,,7,201,424.57,,2.1,2.61,0.39,0.61,,13078.8873,,0.11,0.12,,72.3,80.2,,,25.2,28.75,,100,189.16,,3.35,6.26,,29.6,33.82,,5.6,7.52,,2.7,4.54,,1.3,1.54,,220,,53227.11334,,13.1,19.96,,6.8,8.77,,0.3,2.76,0.2,5.93,50,3.34,,1.1,1.63,0.07,,11953.93239,,36,40.67,,11.2,,0.3,0.55,7117.460317,,969,1006.753137,,0.8,1.96,,4377.271994,3.4,31.42,,34,38.72,,81.3,85.08,,1396.67512,,24.4,77.46,24.11,26.81,26.55,,<0.001,,8.8,9.43,,<0.0005,,35.5,97.79,,0.001,,,0.09,0.71,,6.7,13.54,,0.17,,2.9,4.62,,240514.2857,7.4,8.63,,2.32,4.76,,72.8,152.76,,< 0.05,3.55,,1,1.38,,< 0.02,,5,13.26,,9352.190238,,0.19,0.68,,0.3,0.64,1.6,3.31,,81,110.79,,< 0.1,2.75,,27.2,45.24,,2.1,3.77,,99.7,112.3,,9.2,197.9,
TS0930_03BC,Batch_2,TS0930_03 ,<2 mm,BOS,Mandalee,41758,-17.73984,145.25871,,Blunder Creek,0.039,0.00011,,41907.47499,,3.2,5.71,,0.7,<0.001,,4,123,469.41,,1,1.48,0.3,0.49,,929.1012839,,0.02,0.03,,51.1,53.74,,,7.5,8.03,,39,60.72,,2.81,4.85,,10.8,13.97,,3.3,4.78,,1.6,3.14,,0.7,0.9,,160,,19304.44584,,6.48,11.6,,4.1,5.13,,0.1,1.69,< 0.1,4.35,< 10,4.24,,0.6,1.08,0.03,,13697.2142,,23.8,28.67,,5.7,,0.2,0.43,1206.349206,,295,309.770196,,0.52,1.27,,2299.922573,0.7,13.69,,22,24.34,,12.3,15.95,,87.29219498,,21.7,72.92,22.89,25.02,25.01,,<0.001,,6,6.73,,<0.0005,,22.6,83.3,,0.003,,,0.12,0.68,,2.9,6.88,,0.12,,1.2,2.74,,383851.0823,4.7,5.3,,1.22,2.87,,12.6,33.91,,< 0.05,1.75,,0.6,0.85,,< 0.02,,4.6,10.96,,3057.446809,,0.21,0.67,,0.2,0.46,1.1,2.5,,26,38.59,,< 0.1,2.71,,14.5,29.75,,1.2,2.78,,26.7,38.05,,3.2,138.18,
TS0930_03BF,Batch_2,TS0930_03 ,<75 µm,BOS,Mandalee,41758,-17.73984,145.25871,,Blunder Creek,0.586,0.00013,,59845.1442,,4.3,8.88,,1,0.001,,3,152,533.61,,1.5,2.18,0.48,0.81,,2358.487874,,0.05,0.05,,92,103.27,,,13.1,14.79,,29,53.97,,3.37,7.15,,17.6,21.96,,5.5,8.66,,2.7,5.43,,1.3,1.66,,220,,30565.37257,,10,18.6,,7.2,9.83,,0.2,3.04,< 0.1,7.1,10,2.35,,1,1.91,0.05,,15440.49601,,43,50.64,,9,,0.3,0.72,2050.793651,,530,619.5403919,,0.43,1.35,,3264.406233,0.7,21.64,,39.5,46.92,,19.5,22.67,,218.2304875,,33,112.15,35.17,38.57,38.42,,<0.001,,10.2,12.39,,<0.0005,,29.8,106.95,,0.002,,,0.14,0.74,,4.7,11.3,,0.17,,2.6,5.05,,341055.6111,8.1,10.13,,1.56,4.33,,20.2,55.28,,< 0.05,2.81,,1,1.58,,< 0.02,,6.2,18.84,,4915.894869,,0.25,0.91,,0.3,0.79,1.7,4.28,,36,58.19,,< 0.1,4.47,,26.3,52.78,,2.1,4.84,,39.7,58.2,,2.7,209.7,
TS0930_03TC,Batch_2,TS0930_03 ,<2 mm,TOS,Mandalee,41758,-17.73984,145.25871,,Blunder Creek,0.058,0.00013,0.002,44870.62978,56,4,6.44,0.03,0.9,0.001,<0.0001,6,149,487.22,4.1,1.1,1.58,0.35,0.59,<0.001,2358.487874,335,0.05,0.06,0.021,66.5,69.8,3.94,,9,9.89,0.574,66,106.5,0.05,2.54,4.97,0.0064,13,15.73,0.46,4,5.83,0.514,1.9,3.69,0.3,0.9,1.1,0.0901,160,,20843.20601,129,6.84,12.91,0.031,5.2,6.53,0.585,0.2,1.94,0.1,4.17,10,2.98,<0.001,0.7,1.29,0.04,,14278.30814,40.6,31.2,36.65,1.22,6.3,0.01,0.2,0.48,1568.253968,187,473,464.655294,30.7,0.82,2.03,<0.005,2522.495725,1.1,14.18,<0.0005,27.8,30.94,2.07,15,17.25,1.38,174.58439,1.6,22.2,80.56,25.24,27.72,27.6,0.39,<0.001,<0.001,7.1,8.52,0.468,<0.0005,<0.001,26,95.12,0.536,< 0.001,,,0.11,0.67,<0.001,3.2,7.22,0.235,0.12,,2.2,3.07,<0.002,347409.5238,5.5,6.66,0.536,1.27,3.15,<0.001,23.9,48.37,2.69,< 0.05,1.84,0.001,0.7,1.06,0.086,< 0.02,<0.01,4.7,12.37,0.159,3057.446809,0.021,0.21,0.75,0.0023,0.2,0.54,1.3,2.99,0.22,28,39.25,0.012,< 0.1,3.07,0.003,19.1,36.41,2.95,1.5,3.3,0.237,38,47.64,1.58,5.1,125.93,0.176
TS0930_03TF,Batch_2,TS0930_03 ,<75 µm,TOS,Mandalee,41758,-17.73984,145.25871,Duplicate,Blunder Creek,,0.00012,,,,,7.48,,,,,,,504.95,,,1.93,,0.79,,,,,0.06,,,89.64,,,,12.63,,,44.23,,,6.06,,,18.85,,,7.47,,,4.79,,,1.33,,,,,,,16.18,,,8.29,,,2.52,,6.87,,3.38,,,1.66,,,,,,46.22,,,,,0.65,,,,,,,1.16,,,,19.94,,,39.44,,,20.86,,,,,99.27,31.15,34.11,34,,,,,10.84,,,,,99.3,,,,,,0.71,,,9.99,,,,,3.95,,,,8.48,,,4.05,,,60.37,,,2.6,,,1.33,,,,,17.24,,,,,0.83,,,0.71,,4.03,,,47.69,,,3.86,,,46.56,,,4.35,,,60.57,,,210.43,
TS0930_03TF,Batch_2,TS0930_03 ,<75 µm,TOS,Mandalee,41758,-17.73984,145.25871,,Blunder Creek,0.066,0.00012,,56088.28723,,4.1,7.47,,0.6,0.001,,6,171,504.15,,1.3,1.88,0.52,0.78,,3001.71184,,0.05,0.07,,88.3,89.93,,,12.3,12.61,,29,44.46,,3.08,6.08,,16.5,18.91,,5.5,7.62,,2.6,4.82,,1.2,1.37,,200,,25879.1484,,8.83,16.17,,6.8,8.42,,0.2,2.59,0.2,6.89,10,3.91,,1,1.68,0.06,,13863.24104,,40.4,46.18,,8.3,,0.3,0.65,1990.47619,,658,696.9829409,,0.46,1.17,,3041.833081,1.1,19.68,,37.3,39.38,,18.4,20.98,,261.876585,,31.5,98.7,30.94,34,33.77,,<0.001,,9.8,10.78,,<0.0005,,30,99.94,,< 0.001,,,0.11,0.7,,4.1,9.78,,0.15,,2.6,4.04,,325824.9084,7.5,8.61,,1.48,4.11,,28.6,60.79,,< 0.05,2.55,,1,1.35,,< 0.02,,6.4,17.23,,4256.445557,,0.27,0.82,,0.3,0.71,1.8,4.01,,34,47.56,,< 0.1,3.86,,25.3,46.28,,2.1,4.34,,48.1,60.12,,5,210.97,
TS0930_041BC,Batch_2,TS0930_041 ,<2 mm,BOS,Morcambe,41770,-17.77733,145.17949,,Return Creek,0.066,0.00028,,50161.97763,,15.8,21.03,,1,0.002,,4,107,426.8,,1.7,2.51,2.97,3.87,,2429.957204,,0.23,0.23,,53.5,55.47,,,7.9,8.63,,32,45.39,,6.02,9.35,,36.2,37.37,,3.5,5.26,,1.9,3.73,,0.7,0.82,,540,,23081.40263,,7.92,13.39,,4.1,5.25,,0.2,2.05,0.1,5.72,< 10,6.28,,0.7,1.23,0.17,,19176.09988,,24.9,28.48,,14.9,,0.2,0.58,2834.920635,,510,542.0978429,,0.87,1.57,,4451.463045,0.4,12.4,,23,24.72,,11.8,14.98,,43.64609749,,44.3,130.7,40.9,45.06,44.74,,<0.001,,6.3,6.99,,<0.0005,,56.9,166.46,,< 0.001,,,0.24,1.16,,3.5,8.44,,0.06,,2.1,2.4,,370816.2171,4.8,5.35,,5.29,11.65,,14.2,50.99,,< 0.05,2.04,,0.6,0.91,,< 0.02,,9.2,15.36,,2817.647059,,0.63,1.85,,0.3,0.59,2.1,3.77,,32,46.51,,0.1,8.27,,18.1,35.22,,1.8,3.74,,94.7,126.28,,4.2,168.08,
TS0930_041BF,Batch_2,TS0930_041 ,<75 µm,BOS,Morcambe,41770,-17.77733,145.17949,,Return Creek,0.133,0.00017,,62914.12596,,21.2,25.98,,< 0.5,0.003,,3,116,464.41,,2.1,3.45,3.72,6.2,,2930.242511,,0.28,0.33,,70.4,78.89,,,9.9,10.57,,22,34.37,,6.61,11.52,,46.5,48.7,,4.7,7.07,,2.5,4.87,,0.9,1.18,,700,,29726.04884,,7.78,16.35,,5.6,7.52,,0.2,2.2,< 0.1,7.77,< 10,1.74,,0.9,1.63,0.19,,19508.15356,,34.8,38.94,,17.3,,0.3,0.73,3980.952381,,653,696.9829409,,0.81,1.54,,4896.609349,0.4,18.27,,31.8,36.39,,14.1,14.83,,87.29219498,,51.9,164.23,52.07,57.12,55.04,,<0.001,,8.3,10.03,,<0.0005,,61.8,178.21,,0.001,,,0.22,1.18,,3.9,10.83,,0.08,,2.2,3.5,,342644.0892,6.5,7.76,,5.23,14.44,,18,54.19,,< 0.05,3.48,,0.9,1.24,,0.04,,11.1,20.33,,4016.645807,,0.56,2.14,,0.4,0.76,2.6,5.29,,38,57.72,,0.2,11.76,,25.3,45.46,,2.2,4.8,,111,137.35,,4,213.38,
TS0930_041BF_Dup,Batch_2,TS0930_041 ,<75 µm,BOS,Morcambe,41770,-17.77733,145.17949,Duplicate,Return Creek,0.103,,,0,,20.7,,,< 0.5,,,2,116,,,2,,3.72,,,0,,0.26,,,70.1,,,,9.9,,,22,,,6.57,,,46.5,,,4.7,,,2.5,,,0.9,,,,,0,,7.49,,,5.7,,,0.2,,< 0.1,,< 10,,,0.9,,0.19,,0,,34.8,,,17.1,,0.3,,0,,650,0,,0.79,,,0,0.4,,,31.8,,,14.2,,,0,,52.1,,,,,,,,8.2,,,,,62.2,,,0.001,,,0.2,,,4.2,,,,,1.8,,,0,6.5,,,5.18,,,18.2,,,< 0.05,,,0.8,,,0.04,,10.6,,,0,,0.58,,,0.3,,2.6,,,37,,,0.2,,,25.3,,,2.2,,,113,,,3.9,,
TS0930_041BF_Orig,Batch_2,TS0930_041 ,<75 µm,BOS,Morcambe,41770,-17.77733,145.17949,Original,Return Creek,0.163,,,0,,21.7,,,< 0.5,,,3,115,,,2.2,,3.73,,,0,,0.3,,,70.7,,,,9.9,,,22,,,6.65,,,46.4,,,4.7,,,2.5,,,0.9,,,,,0,,8.08,,,5.6,,,0.2,,0.1,,< 10,,,0.9,,0.2,,0,,34.8,,,17.4,,0.3,,0,,655,0,,0.83,,,0,0.5,,,31.9,,,14,,,0,,51.8,,,,,,,,8.3,,,,,61.5,,,0.001,,,0.23,,,3.7,,,,,2.6,,,0,6.5,,,5.29,,,17.9,,,< 0.05,,,0.9,,,0.03,,11.7,,,0,,0.55,,,0.4,,2.6,,,38,,,0.1,,,25.3,,,2.2,,,109,,,4.1,,
